title,clean_title,title_word_count,asin,brand,stars,reviewsCount,price_value,price_currency,price,category_root,category_leaf,breadcrumbs,description,description_length,popularity_score,thumbnailimage,url
"Dr. Brown's Anti-Colic Options + Narrow Glass Baby Bottle with Level 1 Slow Flow Nipple, BPA-Free, 0m+, 4 oz/120mL, 4-Pack + 8oz/250mL, 4-Pack","dr. brown's anti-colic options + narrow glass baby bottle with level 1 slow flow nipple, bpa-free, 0m+, 4 oz/120ml, 4-pack + 8oz/250ml, 4-pack",23,B0F7B2MPZ8,Dr. Brown's,4.2,3.0,50.76,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"Your options have never been better with Dr. Brown's Natural Flow Anti-Colic Options+ Narrow Glass Baby Bottle. The anti-colic internal vent system is clinically proven to reduce colic. Dr. Brown's bottles provide a more comfortable feeding experience for baby by decreasing spit-up, burping, and gas. The vacuum-free feeding is closest to breastfeeding and Dr. Brown's silicone nipples provide a consistent flow so baby can feed at their own pace. The breast-like nipple shape encourages a proper latch for a more natural bottle-feeding experience and eases the transition from breast to bottle and back again. Dr. Brown's vent system is proven to help preserve bottle milk nutrients and aids in digestion for a better night's sleep. The silicone nipple, together with the internal vent system, offer a reliable and trusted bottle-feeding experience that makes Dr. Brown's the #1 Pediatrician Recommended Baby Bottle in the U.S.* Dr. Brown's Glass bottles are heat and thermal shock-resistant, which can withstand hot and cold temperatures, along with gradual temperature changes. Made to grow with baby, our bottle is designed to nourish through all of baby's feeding stages and is recyclable. Safe for use in dishwasher (top rack only), electric and microwave sterilizers or boiling water. BPA Free. *IQVIA Health ProVoice Survey 2025",1337,5.8224363167035404,https://m.media-amazon.com/images/I/41hihF04JwL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0F7B2MPZ8
"Dr. Brown's Anti-Colic Options+ Narrow Baby Bottles, 4 oz, Level 1 Slow Flow Nipple, 0m+, 4 Pack and Formula Mixing Pitcher, 36 oz, Black","dr. brown's anti-colic options+ narrow baby bottles, 4 oz, level 1 slow flow nipple, 0m+, 4 pack and formula mixing pitcher, 36 oz, black",24,B0D6QG83CS,Dr. Brown's,,,36.31,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"The Dr. Brown's baby bottle and formula mixing pitcher bundle is the perfect combination for preparing and feeding baby's formula. The bundle includes four 4 oz Dr. Brown's Natural Flow Anti-Colic Options+ Narrow Baby Bottles featuring an anti-colic internal vent system clinically proven to reduce colic, spit-up, burping and gas. The vent system provides a vacuum-free feeding experience closest to breastfeeding while preserving nutrients. The breast-like nipple shape encourages proper latching and eases transition between breast and bottle. These BPA-free bottles come with Level 1 Slow Flow nipples (0m+). Also included is the 36 oz Dr. Brown's Baby Formula Mixing Pitcher which quickly dissolves and blends formula for up to four 8 oz bottles at once with no leftover clumping thanks to its unique mixing blade. The adjustable stopper minimizes air bubbles in formula to reduce gas during feeding. This BPA-free pitcher features a spill-free locking lid, no-drip spout and stylish design in black color. Both the bottles and pitcher are top-rack dishwasher safe. With Dr. Brown's clinically-proven anti-colic bottles for comfortable, natural feeding and a convenient pitcher for mixing formula precisely and consistently, this bundle has everything needed for preparing and feeding baby while reducing fussiness.",1320,0.0,https://m.media-amazon.com/images/I/3111tLqAz1L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0D6QG83CS
Kiinde Twist Squeeze Natural Baby Breast Milk Feeding Bottle with Nipples and Case (2 Pack),kiinde twist squeeze natural baby breast milk feeding bottle with nipples and case (2 pack),15,B00CXRUJYU,Kiinde,4.7,2849.0,10.29,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,37.38884908433467,https://m.media-amazon.com/images/I/41KBfeMDmVL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B00CXRUJYU
"Sippy Spout Nipples for Philips Avent Anti-Colic Baby Bottles, Lansinoh, MAM & Evenflo Wide-Neck Baby Bottles, 4-Count, Soft Spout, Food Grade Silicone, Variable Flow, Spill-Proof, BPA-Free, 4+ Months","sippy spout nipples for philips avent anti-colic baby bottles, lansinoh, mam & evenflo wide-neck baby bottles, 4-count, soft spout, food grade silicone, variable flow, spill-proof, bpa-free, 4+ months",28,B095NB9JFS,BelBeyo,4.6,87.0,13.99,$,,Baby Products,Nipples,Baby Products > Feeding > Bottle-Feeding > Nipples,,0,20.59574934659975,https://m.media-amazon.com/images/I/41-aNSYJo3L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B095NB9JFS
"Childlike Behavior Anti Colic Baby Bottles Gift Box Set - Includes 5oz & 8oz Bottles, Detachable Handles, Replacement Lids - Ideal Breastfeeding-Friendly Design - Pink","childlike behavior anti colic baby bottles gift box set - includes 5oz & 8oz bottles, detachable handles, replacement lids - ideal breastfeeding-friendly design - pink",25,B0CDQGZ5DP,CHILDLIKE BEHAVIOR,3.5,18.0,26.94,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,10.30553642708254,https://m.media-amazon.com/images/I/51fTPXrHFxL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0CDQGZ5DP
"Corolle Magic Milk Baby Doll Bottle for 14-17"", Interactive Baby Doll Accessories with 3 Realistic Sounds (Crying, Laughing, Sucking), Feeding Sounds, Batteries Included","corolle magic milk baby doll bottle for 14-17"", interactive baby doll accessories with 3 realistic sounds (crying, laughing, sucking), feeding sounds, batteries included",23,B08QNJ4D3C,Corolle,4.0,312.0,11.95,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"""Bring feeding time to life with the Corolle Magic Milk Bottle, an essential baby doll feeding accessory designed for 14-17 inch dolls. This interactive toy baby bottle transforms playtime with three realistic sounds that respond to your child's actions - hear the doll crying when hungry, laughing with joy, or making realistic sucking sounds during feeding time. The magic bottle creates an authentic nurturing experience that encourages empathy and care-giving skills. Part of the premium Mon Grand Poupon Corolle collection of baby doll accessories, this French-designed bottle combines quality craftsmanship with engaging play features. The perfect addition to any baby doll feeding set, it helps children mimic the caregiving they see from parents and develop important social skills through pretend play with this baby doll accessories for toddlers 3-5. This complete set comes ready to use with batteries already installed plus two spares included, so the fun can start immediately. The durable plastic construction ensures this baby doll bottle will withstand years of loving play. Compatible with most standard 14-17 inch baby dolls (sold separately), it's an ideal gift for children ages 3 and up who love caring for their dolls. Expand your child's doll accessories collection with this realistic feeding toy that encourages nurturing play patterns and imaginative scenarios. Whether feeding their favorite baby doll or creating stories about caring for their pretend baby, this magic bottle will become an essential part of their doll play experience.""",1565,22.98481276216061,https://m.media-amazon.com/images/I/51NjC8UJDGL._AC_SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B08QNJ4D3C
"Dr. Brown’s Natural Flow® Anti-Colic Options+™ Narrow Baby Bottles 8 oz/250 mL, with Level 1 Slow Flow Nipple, 3 Pack, 0m+ Purple","dr. brown’s natural flow® anti-colic options+™ narrow baby bottles 8 oz/250 ml, with level 1 slow flow nipple, 3 pack, 0m+ purple",22,B07Q5GPR3B,Dr. Brown's,4.7,1669.0,18.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,34.87672085543076,https://m.media-amazon.com/images/I/41Dc2fMmKjL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B07Q5GPR3B
"Dr. Brown’s Natural Flow® Anti-Colic Options+™ Wide-Neck Baby Bottle Designer Edition Bottles, Dinosaur and Ocean Design, 9 oz/270 mL, Level 1 Nipple, 4-Pack, 0m+","dr. brown’s natural flow® anti-colic options+™ wide-neck baby bottle designer edition bottles, dinosaur and ocean design, 9 oz/270 ml, level 1 nipple, 4-pack, 0m+",24,B0BS3FTGDY,Dr. Brown's,4.7,72.0,29.68,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,20.165159373397437,https://m.media-amazon.com/images/I/51xmGB9Y0AL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0BS3FTGDY
"Pigeon Silicone Nipple (M) with Latch-On Line, Natural Feel, 3+ Months, 4 Counts","pigeon silicone nipple (m) with latch-on line, natural feel, 3+ months, 4 counts",13,B0BGXK2JGP,PIGEON,4.6,1599.0,21.99,$,,Baby Products,Nipples,Baby Products > Feeding > Bottle-Feeding > Nipples,,0,33.93769097784821,https://m.media-amazon.com/images/I/41pZkdili9L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0BGXK2JGP
"KingKam 4 Pack Silicone Sleeves for Dr. Brown's Glass Baby Bottles, Drop Protection Bottle Sleeves with Handles, Compatible with Dr. Brown's Anti-Colic Options+ Narrow Glass Baby Bottles, 8 oz/250 mL","kingkam 4 pack silicone sleeves for dr. brown's glass baby bottles, drop protection bottle sleeves with handles, compatible with dr. brown's anti-colic options+ narrow glass baby bottles, 8 oz/250 ml",30,B0F6NMVDQB,KingKam,4.7,160.0,12.99,$,,Baby Products,Sterilizers,Baby Products > Feeding > Bottle-Feeding > Sterilizers,,0,23.88260051542698,https://m.media-amazon.com/images/I/41CEq5hTQoL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0F6NMVDQB
"Playtex Baby Nurser Pre-Sterilized Disposable Drop-Ins Baby Bottle Liners, 4 Oz (100 Count), Anti-Colic, Gas Reduction, Easy to Clean, Closer to Breastfeeding, Perfect for Travel and On The Go","playtex baby nurser pre-sterilized disposable drop-ins baby bottle liners, 4 oz (100 count), anti-colic, gas reduction, easy to clean, closer to breastfeeding, perfect for travel and on the go",29,B0CGKBKBBD,Playtex Baby,4.6,1696.0,14.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,34.20843942007744,https://m.media-amazon.com/images/I/4146FVY+eSL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0CGKBKBBD
"Philips AVENT Drying Rack, White, SCF149/00","philips avent drying rack, white, scf149/00",6,B00GN0S81Y,Philips Avent,4.8,29922.0,16.99,$,,Baby Products,Bottle Drying Racks,Baby Products > Feeding > Bottle-Feeding > Bottle Cleaning > Bottle Drying Racks,"The Philips Avent Drying Rack dries your baby's bottles and accessories in a clean and tidy way. It can fit up to 8 bottles, as well as nipples, breast pump parts, pacifiers, and/or other baby feeding or soothing accessories. Thanks to a flexible design, you can adjust the drying rack to meet your needs. The detachable drip try makes disposing of excess water convenient and easy. The whole rack is dishwasher safe. The compact design of the drying rack is easy to put together quickly and take apart to store when you need to. Assembled rack dimensions are 13.1"" long x 8.1"" wide x 10.5"" tall. SCD149/00",606,49.470636933319945,https://m.media-amazon.com/images/I/61+KIXy9vLL._AC_SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B00GN0S81Y
Boon Nursh Bottles - Silicone Baby Bottles Help Ease Colic Symptoms - Reusable Food-Grade Silicone Pouches with Polypropylene Shell - Medium Flow - 8 Oz - Speckle Green,boon nursh bottles - silicone baby bottles help ease colic symptoms - reusable food-grade silicone pouches with polypropylene shell - medium flow - 8 oz - speckle green,28,B0FMHWGJQQ,Boon,4.7,17538.0,18.19,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"KICK COLIC TO THE CURB! Boon Nursh bottles feature a revolutionary air-free feeding design with a 100% silicone pouch that collapses as your little one drinks, helping prevent colic symptoms like gas and spit up. Other baby bottles use vents or valves that introduce air into milk to help it flow, NURSH doesn’t need any of that. Our silicone pouch collapses as baby drinks, mimicking breast feeding with no added air. The silicone material is also safe for boiling, sterilizing, and freezing, making it easy to get ready for each feeding session with your little one. As a bonus, no vents or valves make it a snap to clean with a dishwasher-safe design and easy assembly that takes a matter of seconds. After all, who wants to prepare a complicated bottle at 2 am? Nursh’s optimal bottle nipple shape and length are easy for your baby to latch on to. Nursh's patented design ensures your baby's milk never touches plastic, only food-safe silicone. Each of the Boon bottles is made without BPA or PVC.",1001,45.92925658326325,https://m.media-amazon.com/images/I/31g+5mz8vFL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0FMHWGJQQ
"Philips Avent Anti-Colic Baby Bottle Flow 2 Nipple, 2pk, SCY762/02","philips avent anti-colic baby bottle flow 2 nipple, 2pk, scy762/02",10,B09R17KYZH,Philips Avent,4.8,3754.0,11.99,$,,Baby Products,Nipples,Baby Products > Feeding > Bottle-Feeding > Nipples,"The Philips Avent Anti-colic nipple flow 2 is a slow flow nipple, which is great for babies learning to drink from a bottle. The anti-colic valve integrated in the nipple is designed to keep air away from your baby's tummy to reduce colic and discomfort. As your baby feeds, the valve flexes to allow air into the bottle to prevent vacuum build up and vents it towards the back of the bottle. It keeps air away from baby’s tummy to help reduce colic and discomfort. The nipple shape allows for a secure latch and the ribbed design helps prevents collapse for uninterrupted, comfortable feeding. The anti-colic nipple is made of flavorless, odorless, soft, silicone that resists discoloring and stickiness, a BPA free material. Philips Avent Anti-colic nipples are available in different flow rates, to keep up with your baby’s growth. We recommend replacing nipples every 3 months for hygiene reasons. Use Philips Avent Anti-colic bottles only with Philips Avent Anti-colic nipples. Includes 2 Flow 2 Anti-colic bottle nipples. SCY762/02.",1038,39.508049108151525,https://m.media-amazon.com/images/I/31ObTEL10XL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B09R17KYZH
150PCS Official Detergent Cleaning Tablets: for Baby Brezza Grownsy Papablic Momfann Bottle Washer - Baby Bottle Washer Tablets for All Brands Bottles Washers Machines,150pcs official detergent cleaning tablets: for baby brezza grownsy papablic momfann bottle washer - baby bottle washer tablets for all brands bottles washers machines,24,B0F99F35LC,Mamouris,4.5,198.0,13.99,$,,Baby Products,Sterilizers,Baby Products > Feeding > Bottle-Feeding > Sterilizers,,0,23.819871711260216,https://m.media-amazon.com/images/I/71fwV-AOBFL._AC_SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0F99F35LC
"Thyseed Silicone Natural Breast-Like Bottle with Nipple(0-3 Months),8oz，1pack","thyseed silicone natural breast-like bottle with nipple(0-3 months),8oz，1pack",8,B0DLZBV874,thyseed,4.4,554.0,32.99,$,,Baby Products,Bottle-Feeding,Baby Products > Feeding > Bottle-Feeding,,0,27.803459700484314,https://m.media-amazon.com/images/I/31+P2Orm4mL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0DLZBV874
"Dr. Brown's Anti-Colic Options+ Wide-Neck Baby Bottles, Woodland Decos, 5 oz, Level 1 Nipple, 2-Pack + HappyPaci 100% Silicone Pacifiers, 0-6m, BPA Free, 3 Ct","dr. brown's anti-colic options+ wide-neck baby bottles, woodland decos, 5 oz, level 1 nipple, 2-pack + happypaci 100% silicone pacifiers, 0-6m, bpa free, 3 ct",25,B0CZKKSBX7,Dr. Brown's,5.0,1.0,19.96,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"The Dr. Brown's Baby Bottle and Pacifier Bundle includes Dr. Brown's Anti-Colic Options+ Wide-Neck Baby Bottles and HappyPaci Pacifiers to provide a complete feeding and soothing solution for your little one. The 2-pack of 5 oz Anti-Colic Options+ bottles feature an internal vent system clinically proven to reduce colic by decreasing spit-up, burping and gas. The vent system also helps preserve nutrients and aids digestion. The breast-like nipple shape provides a natural latch and seamless transition between breast and bottle. These BPA-free bottles can be used safely in dishwashers, sterilizers and boiling water. Complementing the bottles are Dr. Brown's 100% silicone HappyPaci pacifiers in a 3-pack. Shaped like the familiar Dr. Brown's bottle nipple, these lightweight pacifiers easily soothe fussy babies. The contoured shield provides a comfortable fit and the one-piece design simplifies cleaning. Dishwasher and sterilizer safe. Together, the Anti-Colic bottles and HappyPaci pacifiers offer a complete feeding and soothing system designed to provide comfort, preserve nutrients, and support healthy digestion. The familiar Dr. Brown's shape connects both products to ease baby's transition between bottle and pacifier. An ideal bundle for parents looking to simplify and enhance their little one's feeding routine.",1331,3.4657359027997265,https://m.media-amazon.com/images/I/31eObbKCsmL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0CZKKSBX7
